,0,1,2,3,4,5
123,122127.0,61674.0,1030.0,25.0,819872.0,3981.0
124,125592.0,1246.0,741.0,924.0,117526.0,3812.0
125,71787.0,65056.0,25.0,25749.0,177106.0,2353.0
126,118917.0,96377.0,532.0,2877.0,177317.0,3122.0
127,207789.0,908.0,269.0,11701.0,75553.0,3388.0
128,132746.0,60586.0,2294.0,15844.0,21075.0,3844.0
129,74457.0,89448.0,3837.0,255144.0,350417.0,2320.0
130,112245.0,29610.0,295.0,344.0,213425.0,2206.0
131,73310.0,408.0,334.0,10219.0,115978.0,3645.0
132,90041.0,98615.0,135.0,75078.0,192663.0,3067.0
133,105580.0,3636.0,1072.0,2534.0,116211.0,3549.0
134,98915.0,3.0,281.0,30.0,38922.0,2082.0
135,145144.0,15496.0,499.0,9218.0,203240.0,3237.0
136,170429.0,101.0,634.0,261.0,371127.0,3846.0
137,181864.0,1735.0,1716.0,1435.0,92972.0,3974.0
138,208111.0,14513.0,2562.0,5591.0,176372.0,4094.0
139,149498.0,3671.0,2974.0,1446.0,174431.0,4095.0
140,190067.0,1297.0,2388.0,4400.0,248992.0,4109.0
141,114.0,0.0,5.0,0.0,1.0,614.0
142,297791.0,1528.0,1870.0,8427.0,22227.0,3948.0
143,509466.0,29.0,1021.0,98.0,369381.0,4046.0
144,300559.0,17.0,661.0,0.0,18866.0,3206.0
145,28406.0,5774.0,81.0,1560.0,35533.0,3360.0
146,171011.0,544.0,1514.0,974.0,143370.0,3941.0
147,184768.0,17592.0,421.0,410.0,78879.0,3268.0
148,237662.0,2456.0,677.0,5608.0,53715.0,3659.0
149,129260.0,89314.0,0.0,2747.0,37090.0,3486.0
150,87429.0,0.0,0.0,123.0,21306.0,2270.0
151,124200.0,253.0,956.0,1120.0,37403.0,2971.0
152,157770.0,132872.0,352.0,20270.0,25061.0,2769.0
153,102536.0,8702.0,2677.0,27501.0,62611.0,4225.0
154,193956.0,69081.0,450.0,14136.0,89530.0,3927.0
155,133635.0,303.0,621.0,952.0,46972.0,3211.0
156,27.0,93.0,0.0,25.0,85.0,796.0
157,72687.0,75437.0,135.0,117.0,17164.0,2097.0
158,99435.0,13422.0,107.0,3016.0,1336.0,2564.0
159,28173.0,3133.0,29.0,449.0,2650.0,1521.0
160,31213.0,1850.0,49.0,578.0,2872.0,1814.0
161,29886.0,14562.0,13.0,0.0,7646.0,3030.0
162,104441.0,1277.0,873.0,2083.0,18921.0,3832.0
163,151484.0,154.0,1107.0,257.0,119434.0,3798.0
164,80018.0,81873.0,91.0,941.0,660539.0,2529.0
165,131190.0,62927.0,218.0,3535.0,660552.0,2735.0
166,304250.0,1717.0,1539.0,553.0,31052.0,4032.0
167,109290.0,84965.0,185.0,274.0,107891.0,2970.0
168,143556.0,3395.0,4059.0,5627.0,55752.0,3932.0
169,8.0,0.0,1.0,0.0,0.0,588.0
170,107285.0,2936.0,509.0,2288.0,116549.0,3916.0
171,124400.0,94575.0,534.0,2899.0,485181.0,3211.0
172,148492.0,3009.0,922.0,12558.0,34553.0,3373.0
173,233851.0,357.0,1991.0,573.0,75953.0,3981.0
174,172149.0,17137.0,1415.0,1871.0,45561.0,4135.0
175,97748.0,3039.0,1946.0,1540.0,163949.0,3933.0
176,107627.0,57929.0,805.0,363.0,245739.0,3056.0
177,159104.0,13080.0,3331.0,18436.0,29038.0,3955.0
178,180688.0,70952.0,493.0,127.0,160122.0,2785.0
179,104707.0,45007.0,586.0,1812.0,305433.0,3564.0
180,164744.0,4974.0,3011.0,4181.0,65813.0,3280.0
181,239642.0,5792.0,413.0,32790.0,41213.0,2242.0
182,119343.0,305.0,529.0,7404.0,10107.0,3120.0
183,195248.0,4.0,515.0,0.0,88341.0,1699.0
184,83753.0,52996.0,1424.0,158.0,124751.0,3902.0
185,140509.0,17557.0,286.0,1149.0,8378.0,3247.0
186,127756.0,250.0,70.0,1224.0,33629.0,2798.0
187,88928.0,3373.0,293.0,29103.0,62025.0,2599.0
188,146125.0,1500.0,651.0,6812.0,49560.0,3119.0
189,96566.0,8875.0,804.0,81360.0,186007.0,2973.0
190,85125.0,4763.0,2239.0,14.0,8156.0,3849.0
191,173539.0,1389.0,1869.0,561.0,177952.0,3769.0
192,106411.0,1301.0,662.0,31.0,113382.0,3947.0
193,90430.0,97497.0,239.0,476.0,451136.0,3555.0
194,94226.0,79.0,479.0,1053.0,85180.0,3480.0
195,153882.0,4974.0,2402.0,1186.0,105224.0,4304.0
196,83533.0,68983.0,89.0,2866.0,28891.0,3621.0
197,18.0,47.0,0.0,0.0,2.0,1135.0
198,73258.0,2422.0,53.0,14379.0,32330.0,3175.0
199,36087.0,1440.0,33.0,68834.0,12092.0,3277.0
200,100275.0,66067.0,2400.0,7874.0,71579.0,4121.0
201,73856.0,53510.0,123.0,1427.0,238.0,2910.0
202,117647.0,90247.0,4812.0,20267.0,129916.0,3745.0
203,387633.0,5985.0,405.0,21287.0,240194.0,3859.0
204,149967.0,957.0,2131.0,3030.0,19831.0,3814.0
205,91709.0,593.0,320.0,5619.0,2642.0,3328.0
206,156275.0,125371.0,297.0,76103.0,75057.0,3190.0
207,80589.0,82018.0,3209.0,37366.0,1115339.0,3391.0
208,103632.0,80.0,153.0,452.0,15516.0,3401.0
209,99415.0,61806.0,654.0,1403.0,150105.0,3906.0
210,9381.0,2071.0,43.0,1.0,6590.0,3502.0
211,158542.0,440.0,1246.0,12935.0,223480.0,3878.0
212,211330.0,1467.0,2740.0,2328.0,29628.0,3950.0
213,176321.0,195.0,444.0,13622.0,66117.0,3545.0
214,30974.0,11613.0,26.0,1.0,85806.0,2488.0
215,136089.0,71.0,385.0,47.0,62449.0,2744.0
216,178468.0,3785.0,3005.0,9882.0,41142.0,3823.0
217,110524.0,16087.0,110.0,37.0,70666.0,1815.0
218,29063.0,4529.0,29.0,220.0,14010.0,2334.0
219,172555.0,12219.0,533.0,27550.0,120896.0,3955.0
220,38486.0,31820.0,133.0,169.0,5004.0,2878.0
221,145815.0,347.0,129.0,112.0,182155.0,3779.0
222,232938.0,1906.0,1167.0,42391.0,85997.0,2551.0
223,30388.0,1466.0,46.0,6672.0,8633.0,2437.0
224,140488.0,4.0,576.0,2.0,350245.0,3937.0
225,38174.0,31702.0,6.0,4027.0,18281.0,2260.0
226,255981.0,10675.0,0.0,40336.0,98229.0,3820.0
227,187489.0,3.0,673.0,14.0,97489.0,2887.0
228,223686.0,41.0,234.0,28.0,1267321.0,2713.0
229,88624.0,77372.0,802.0,16352.0,26355.0,2265.0
230,74825.0,63930.0,46.0,48012.0,97381.0,3069.0
231,246146.0,86.0,1921.0,17.0,9350.0,3941.0
232,104949.0,921.0,525.0,398.0,24303.0,3962.0
233,103481.0,82.0,174.0,3756.0,15610.0,2286.0
234,48190.0,5453.0,259.0,4284.0,90655.0,2988.0
235,91822.0,100483.0,252.0,22.0,66462.0,2800.0
236,100495.0,401.0,341.0,628486.0,123308.0,1900.0
237,89287.0,5978.0,270.0,242980.0,48444.0,2850.0
238,54205.0,64284.0,147.0,2011.0,76806.0,3569.0
239,199308.0,205668.0,1071.0,137536.0,26904.0,4084.0
240,117506.0,319.0,92.0,41615.0,20289.0,3272.0
241,89081.0,101091.0,1143.0,656.0,231164.0,3477.0
242,254523.0,193.0,113.0,7385.0,12973.0,2085.0
243,90692.0,70540.0,243.0,0.0,223940.0,1784.0
244,76487.0,23417.0,127.0,195.0,25890.0,2322.0
245,100332.0,84.0,927.0,231.0,38614.0,3329.0
246,1132.0,16.0,3.0,4.0,22.0,1194.0
247,125999.0,769.0,423.0,1353.0,15372.0,2958.0
248,27.0,13.0,0.0,24.0,12.0,510.0
249,74345.0,93604.0,87.0,43.0,3996.0,3212.0
250,142928.0,217.0,3773.0,2932.0,11617.0,4632.0
251,162203.0,404.0,1776.0,1811.0,26012.0,3874.0
252,115522.0,814.0,505.0,7505.0,82701.0,3014.0
253,186118.0,41.0,301.0,47.0,35368.0,3085.0
254,105639.0,101424.0,39.0,38.0,157575.0,2955.0
255,174253.0,2403.0,514.0,25191.0,91616.0,3905.0
256,133647.0,2989.0,608.0,17076.0,25927.0,3449.0
257,118224.0,115157.0,1873.0,178218.0,173182.0,1837.0
258,71085.0,82401.0,80.0,16.0,8356.0,2655.0
259,96532.0,48355.0,1793.0,1448.0,447936.0,3901.0
260,103812.0,30441.0,2575.0,0.0,424923.0,2879.0
261,62294.0,67557.0,255.0,4.0,98826.0,2759.0
262,107822.0,663.0,366.0,62969.0,10911.0,2415.0
263,107881.0,288.0,916.0,381.0,23965.0,4071.0
264,18571.0,121.0,39.0,236.0,11862.0,2650.0
265,7268.0,197.0,2.0,171.0,4214.0,2127.0
266,101253.0,112220.0,39.0,6798.0,59177.0,3807.0
267,156055.0,69.0,943.0,169.0,189645.0,4014.0
268,174050.0,1970.0,1306.0,31.0,155126.0,3884.0
269,146790.0,1738.0,742.0,11898.0,22958.0,3857.0
270,147482.0,1516.0,4811.0,73909.0,54655.0,3197.0
271,72288.0,1060.0,432.0,9660.0,6242.0,2952.0
272,104552.0,35679.0,1259.0,103547.0,141636.0,3621.0
273,90757.0,78784.0,175.0,121961.0,34444.0,3534.0
274,84258.0,686.0,298.0,16944.0,149651.0,3899.0
275,19869.0,9430.0,3.0,3093.0,41146.0,1627.0
276,96329.0,3.0,147.0,23922.0,18012.0,2202.0
277,91140.0,98.0,85.0,138.0,73988.0,2450.0
278,134695.0,0.0,604.0,1735.0,35843.0,2782.0
279,116017.0,17.0,602.0,9.0,188093.0,3748.0
280,15235.0,11447.0,5.0,5823.0,117018.0,2614.0
281,17887.0,439.0,4.0,98.0,4084.0,1474.0
282,91889.0,90407.0,29.0,4535.0,61822.0,2623.0
283,112524.0,126043.0,47.0,7701.0,35895.0,2630.0
284,158247.0,144206.0,380.0,966.0,769430.0,3420.0
285,100610.0,85378.0,119.0,1216.0,191358.0,2328.0
286,58781.0,82993.0,89.0,14543.0,329156.0,3437.0
287,228707.0,251174.0,1113.0,30999.0,144246.0,1898.0
288,86266.0,82095.0,31.0,252.0,72832.0,2149.0
289,97750.0,63231.0,142.0,55.0,126186.0,2592.0
290,97874.0,8.0,268.0,132.0,221596.0,2715.0
291,168273.0,1179.0,4532.0,3896.0,112034.0,3945.0
292,111856.0,397.0,170.0,3741.0,28519.0,2939.0
293,90439.0,99577.0,418.0,163439.0,391579.0,3477.0
294,118926.0,101010.0,307.0,2.0,387374.0,2769.0
295,122067.0,13150.0,3681.0,5025.0,72410.0,3938.0
296,136214.0,5.0,122.0,119.0,114380.0,2661.0
297,93457.0,89061.0,776.0,7.0,133220.0,3605.0
298,41457.0,4615.0,561.0,14256.0,68155.0,3408.0
299,125769.0,264.0,257.0,427.0,76927.0,2649.0
300,75610.0,46426.0,26.0,29.0,9234.0,2173.0
301,95042.0,76139.0,240.0,5095.0,48629.0,2857.0
302,86683.0,95495.0,249.0,21031.0,56586.0,3109.0
303,94443.0,71854.0,2805.0,5.0,224319.0,2877.0
304,48228.0,44.0,31.0,8465.0,8005.0,2641.0
305,37183.0,39.0,5.0,0.0,92223.0,2465.0
306,89905.0,98458.0,69.0,1019.0,207826.0,2190.0
307,86506.0,68335.0,69.0,2670.0,56574.0,2292.0
308,100181.0,28458.0,240.0,1352.0,148163.0,1807.0
309,97642.0,278.0,126.0,366.0,1130.0,3161.0
310,110158.0,17.0,81.0,208.0,43774.0,2104.0
311,36978.0,190.0,20.0,845.0,141168.0,3067.0
312,113440.0,40.0,52.0,1366.0,36169.0,1581.0
313,92035.0,2854.0,770.0,1702.0,130423.0,4268.0
314,90725.0,49.0,183.0,9886.0,11725.0,2943.0
315,166472.0,151026.0,7118.0,12907.0,635848.0,3881.0
316,88420.0,0.0,44.0,805.0,78132.0,2909.0
317,60512.0,18960.0,63.0,13.0,48186.0,2429.0
318,131161.0,933.0,806.0,1831.0,66150.0,2978.0
319,121998.0,544.0,351.0,478.0,202819.0,3865.0
320,75153.0,49244.0,378.0,763.0,339126.0,3075.0
321,246626.0,15.0,433.0,98.0,36844.0,3273.0
322,129244.0,0.0,2587.0,69.0,103216.0,3238.0
323,117707.0,2539.0,167.0,415.0,29409.0,2633.0
324,94263.0,196.0,940.0,0.0,32485.0,3369.0
325,67469.0,63144.0,28.0,1629.0,19026.0,1489.0
326,117449.0,15354.0,8308.0,198.0,51191.0,3583.0
327,22057.0,77943.0,1237.0,13803.0,117562.0,3573.0
328,82068.0,61128.0,35.0,28.0,62754.0,2926.0
329,97157.0,66313.0,92.0,16.0,31036.0,2576.0
330,237264.0,18.0,318.0,21.0,160962.0,3798.0
331,69995.0,8404.0,363.0,4778.0,109935.0,2481.0
332,3.0,490.0,0.0,1.0,2.0,1857.0
333,33268.0,31592.0,25.0,30.0,16812.0,1106.0
334,164669.0,104.0,42.0,928.0,8873.0,3226.0
335,121344.0,1910.0,177.0,1355.0,96960.0,3785.0
336,618406.0,558.0,2208.0,2654.0,36374.0,1807.0
337,1219472.0,116.0,1170.0,67.0,53290.0,1975.0
338,136043.0,987.0,295.0,1999.0,54293.0,3734.0
339,80823.0,204.0,477.0,397.0,55176.0,3851.0
340,327504.0,194975.0,49.0,15734.0,23612.0,1920.0
341,111453.0,365.0,303.0,1309.0,79371.0,2959.0
342,98411.0,739.0,595.0,3360.0,12555.0,3868.0
343,17744.0,204.0,150.0,237.0,7693.0,462.0
344,268736.0,217.0,579.0,47854.0,30091.0,3526.0
345,29984.0,15468.0,36.0,1.0,84637.0,2540.0
346,21764.0,6767.0,206.0,97.0,326561.0,3794.0
347,161979.0,365.0,363.0,733.0,163332.0,3899.0
348,124803.0,9868.0,1687.0,8143.0,31296.0,4248.0
349,649239.0,609.0,374.0,426.0,109204.0,3276.0
350,110385.0,10.0,472.0,179.0,262931.0,3823.0
351,166639.0,76504.0,838.0,9125.0,609612.0,4078.0
352,94711.0,63327.0,155.0,35270.0,65308.0,3529.0
353,249321.0,653.0,831.0,5777.0,204656.0,3613.0
354,22911.0,3486.0,81.0,890.0,13843.0,1910.0
355,93179.0,99293.0,80.0,2325.0,61213.0,2427.0
356,111375.0,105452.0,140.0,627.0,201415.0,2298.0
357,104213.0,88312.0,1119.0,3722.0,390664.0,3774.0
358,120970.0,48284.0,144.0,104.0,9704.0,3011.0
359,136162.0,777.0,470.0,2381.0,36534.0,2013.0
360,0.0,0.0,0.0,0.0,0.0,1322.0
361,174437.0,1683.0,967.0,1595.0,237469.0,2775.0
362,135559.0,28951.0,357.0,5243.0,538892.0,3229.0
363,31973.0,24277.0,73.0,2.0,58707.0,2799.0
364,111156.0,52.0,199.0,1614.0,37496.0,3888.0
365,119157.0,93050.0,975.0,54678.0,676825.0,3722.0
366,36039.0,1945.0,256.0,795.0,117101.0,2736.0
367,158824.0,2359.0,2929.0,2453.0,126058.0,4196.0
368,159126.0,2066.0,2534.0,11533.0,39313.0,3853.0
369,87582.0,89260.0,596.0,5080.0,166161.0,3183.0
370,178017.0,779.0,828.0,4642.0,40529.0,3742.0
371,80929.0,44389.0,303.0,7764.0,67501.0,2851.0
372,98120.0,1435.0,787.0,70.0,59376.0,3938.0
373,122452.0,43457.0,159.0,542.0,144144.0,3335.0
374,107501.0,46953.0,1812.0,2163.0,74332.0,4285.0
375,41821.0,16404.0,33.0,249.0,57255.0,2854.0
376,137220.0,590.0,1124.0,128.0,134051.0,3876.0
377,221714.0,631.0,1812.0,631.0,87524.0,3791.0
378,537953.0,356.0,2030.0,57.0,386743.0,1904.0
379,119409.0,27799.0,2521.0,135.0,74109.0,3874.0
380,100197.0,25708.0,2115.0,10855.0,328647.0,2881.0
381,55076.0,107.0,35.0,24644.0,167213.0,2105.0
382,116310.0,15151.0,1482.0,5778.0,101755.0,3849.0
383,239785.0,410.0,1840.0,632.0,128313.0,3820.0
384,105375.0,164.0,2001.0,691.0,38820.0,3909.0
385,167345.0,2564.0,1228.0,1362.0,32115.0,4556.0
386,73807.0,53310.0,586.0,681.0,132096.0,4409.0
387,148543.0,1153.0,1449.0,1188.0,143352.0,4424.0
388,4605.0,171.0,24.0,71.0,48040.0,2408.0
389,123751.0,539.0,689.0,0.0,163528.0,4079.0
390,105310.0,65676.0,1572.0,4571.0,63969.0,2371.0
391,186577.0,252.0,1336.0,203.0,126999.0,3944.0
392,3659.0,0.0,47.0,0.0,1.0,799.0
393,110033.0,96219.0,394.0,121.0,257536.0,2548.0
394,112303.0,2833.0,1844.0,5148.0,89232.0,4632.0
395,160212.0,5466.0,584.0,13671.0,229424.0,3623.0
396,89486.0,2226.0,402.0,16446.0,42866.0,2571.0
397,23612.0,4381.0,81.0,5265.0,41825.0,1872.0
398,68423.0,641.0,252.0,446.0,22574.0,3370.0
399,85638.0,93827.0,2649.0,0.0,1055874.0,3934.0
400,161991.0,354.0,235.0,27934.0,16361.0,2988.0
401,313849.0,132.0,2535.0,431.0,101261.0,3870.0
402,81532.0,2611.0,400.0,386194.0,423342.0,3232.0
403,85846.0,98634.0,215.0,4135.0,235061.0,3613.0
404,185557.0,504.0,1805.0,1161.0,96171.0,3876.0
405,94100.0,14900.0,277.0,32.0,76959.0,2936.0
406,134458.0,3309.0,596.0,104.0,65657.0,3882.0
407,404985.0,313.0,661.0,16.0,593306.0,4243.0
408,162838.0,21191.0,282.0,236.0,143757.0,3713.0
409,102780.0,19966.0,182.0,50.0,65738.0,3396.0
410,169264.0,727.0,2094.0,1163.0,79452.0,3563.0
411,53201.0,9278.0,286.0,33944.0,192455.0,3099.0
412,106589.0,29413.0,1589.0,58.0,74200.0,3779.0
413,85320.0,88803.0,117.0,244.0,10278.0,2343.0
414,151342.0,0.0,2012.0,6.0,45629.0,3297.0
415,141710.0,4.0,279.0,5.0,125733.0,3366.0
416,159123.0,2260.0,3613.0,8214.0,50634.0,4233.0
417,132383.0,29618.0,1028.0,428.0,128098.0,4094.0
418,103971.0,10849.0,3141.0,0.0,73402.0,3156.0
419,163998.0,164932.0,149.0,1219.0,77499.0,2231.0
420,160296.0,13691.0,165.0,27030.0,4614.0,2586.0
421,107446.0,11.0,185.0,592.0,75645.0,2772.0
422,100544.0,172.0,140.0,4939.0,14363.0,2689.0
423,94057.0,71550.0,658.0,435.0,847.0,3223.0
424,383920.0,819.0,1990.0,7451.0,31776.0,4262.0
425,16493.0,671.0,59.0,376.0,7874.0,3547.0
426,116939.0,710.0,283.0,49.0,58219.0,2691.0
427,248356.0,274361.0,853.0,26526.0,23307.0,2675.0
428,88331.0,97313.0,342.0,790.0,500657.0,3586.0
429,87139.0,1843.0,286.0,167314.0,107377.0,2657.0
430,130470.0,175.0,894.0,67.0,184039.0,3822.0
431,144553.0,671.0,909.0,3295.0,46563.0,2692.0
432,198103.0,180.0,404.0,21847.0,287302.0,2555.0
433,98139.0,100.0,107.0,4225.0,58349.0,3833.0
434,179166.0,380.0,318.0,6913.0,15470.0,3867.0
435,94562.0,72.0,99.0,1410.0,8681.0,3116.0
436,91127.0,582.0,53.0,8672.0,47156.0,2677.0
437,288613.0,98.0,1239.0,362.0,45562.0,2613.0
438,113333.0,3.0,1823.0,66.0,68836.0,3833.0
439,79753.0,47484.0,310.0,82406.0,59044.0,2394.0
440,61498.0,797.0,9814.0,783.0,106790.0,2213.0
441,20508.0,12364.0,156.0,1.0,7180.0,1496.0
442,119353.0,100951.0,2673.0,9401.0,265332.0,3523.0
443,29180.0,7333.0,65.0,3598.0,250812.0,1516.0
444,208860.0,1106.0,121.0,105.0,190127.0,3816.0
445,590355.0,346.0,195.0,14080.0,208145.0,3606.0
446,124546.0,321.0,870.0,415.0,37897.0,4132.0
447,4547.0,2103.0,6.0,10.0,31.0,1374.0
448,82036.0,10.0,127.0,9.0,35192.0,2732.0
449,410553.0,25.0,225.0,9.0,37930.0,1822.0
450,97.0,254.0,1.0,127.0,239.0,2398.0
451,53.0,16.0,1.0,16.0,13.0,1049.0
452,150183.0,30150.0,115.0,91.0,273547.0,3413.0
453,112466.0,19439.0,511.0,1502.0,201688.0,3741.0
454,135067.0,37110.0,1362.0,14144.0,181865.0,3854.0
455,203434.0,535.0,641.0,65273.0,27592.0,2586.0
456,90566.0,3393.0,3837.0,10447.0,67522.0,4300.0
457,100583.0,78090.0,57.0,12979.0,111818.0,3107.0
458,119302.0,140225.0,201.0,13454.0,52187.0,2005.0
459,200626.0,51.0,82.0,42271.0,402795.0,3782.0
460,49157.0,497.0,63.0,31199.0,23245.0,1650.0
